eventID,occurrenceID,basisOfRecord,eventDate,kingdom,Order,scientificme,Commonme,taxonRank,individualCount,organismQuantity,organismQuantityType,occurrenceStatus,Latitude N,Longitude W,Pollutionscore,Endlatitude,Endlongitude,geodeticDatum,countryCode,Comments
N3P H,N3P H5,Humanobservation,10/09/2025,Plantae,Rosales,Rubus fruticosus L.,European blackberry,Species,1,35,Percentagecover,Present,N55  42.080,W005 16.471,,,,WGS84,SCO,
N3P I,N3P I1,Humanobservation,10/09/2025,Plantae,Polypodiales,Pteridium aquilinum,Bracken,Species,1,100,Percentagecover,Present,N55  42.071,W005 16.414,,,,WGS84,SCO,
N3P I,N3P I2,Humanobservation,10/09/2025,Plantae,Rosales,Rubus fruticosus L.,European blackberry,Species,1,10,Percentagecover,Present,N55  42.071,W005 16.414,,,,WGS84,SCO,
N3P J,N3P J1,Humanobservation,10/09/2025,Plantae,Polypodiales,Pteridium aquilinum,Bracken,Species,1,100,Percentagecover,Present,N55  42.056,W005 16.365,,,,WGS84,SCO,
N3P J,N3P J2,Humanobservation,10/09/2025,Plantae,Rosales,Rubus fruticosus L.,European blackberry,Species,1,33,Percentagecover,Present,N55  42.056,W005 16.365,,,,WGS84,SCO,
N3P J,N3P J3,Humanobservation,10/09/2025,Plantae,Gentiales,Galium mollugo,Hedge bedstraw,Species,1,40,Percentagecover,Present,N55  42.056,W005 16.365,,,,WGS84,SCO,
N3P J,N3P J4,Humanobservation,10/09/2025,Plantae,Rosales,Rubus fruticosus L.,European blackberry,Species,1,3,Percentagecover,Present,N55  42.056,W005 16.365,,,,WGS84,SCO,
N3P J,N3P J5,Humanobservation,10/09/2025,Plantae,Poales,Agrostis capillaris,Common bent,Species,1,10,Percentagecover,Present,N55  42.056,W005 16.365,,,,WGS84,SCO,
N3P J,N3P J6,Humanobservation,10/09/2025,Plantae,Fabales,Ulex europaeus,Gorse,Species,1,10,Percentagecover,Present,N55  42.056,W005 16.365,,,,WGS84,SCO,
N3P J,N3P J7,Humanobservation,10/09/2025,Plantae,Hyples,Rhytidadelphus triquetrus,Big shaggy-moss,Species,1,60,Percentagecover,Present,N55  42.056,W005 16.365,,,,WGS84,SCO,
N1P A,N1P A1,Humanobservation,11/09/2025,Plantae,Ericales,Callu vulgaris,Common heather,Species,1,90,Percentagecover,Present,N55  42.354,W005 16.577,,,,WGS84,SCO,
N1P A,N1P A2,Humanobservation,11/09/2025,Plantae,Ericales,Erica cinerea,Bell heather,Species,1,10,Percentagecover,Present,N55  42.354,W005 16.577,,,,WGS84,SCO,
N1P A,N1P A3,Humanobservation,11/09/2025,Plantae,Hyples,Rhytidadelphus triquetrus,Big shaggy-moss,Species,1,80,Percentagecover,Present,N55  42.354,W005 16.577,,,,WGS84,SCO,
N1P A,N1P A4,Humanobservation,11/09/2025,Plantae,Lamiales,Teucrium scorodonia,Wood sage,Species,1,5,Percentagecover,Present,N55  42.354,W005 16.577,,,,WGS84,SCO,
N1P B,N1P B1,Humanobservation,11/09/2025,Plantae,Ericales,Callu vulgaris,Common heather,Species,1,90,Percentagecover,Present,N55  42.342,W005 16.557,,,,WGS84,SCO,
N1P B,N1P B2,Humanobservation,11/09/2025,Plantae,Ericales,Erica cinerea,Bell heather,Species,1,5,Percentagecover,Present,N55  42.342,W005 16.557,,,,WGS84,SCO,
N1P B,N1P B3,Humanobservation,11/09/2025,Plantae,Polypodiales,Pteridium aquilinum,Bracken,Species,1,5,Percentagecover,Present,N55  42.342,W005 16.557,,,,WGS84,SCO,
N1P B,N1P B4,Humanobservation,11/09/2025,Plantae,Rosales,Potentilla erecta,Tormentil,Species,1,5,Percentagecover,Present,N55  42.342,W005 16.557,,,,WGS84,SCO,
N1P B,N1P B5,Humanobservation,11/09/2025,Plantae,Hyples,Rhytidadelphus triquetrus,Big shaggy-moss,Species,1,80,Percentagecover,Present,N55  42.342,W005 16.557,,,,WGS84,SCO,
N1P B,N1P B6,Humanobservation,11/09/2025,Plantae,Dicrales,Dicranum scoparium,Broom fork-moss,Species,1,15,Percentagecover,Present,N55  42.342,W005 16.557,,,,WGS84,SCO,
N1P C,N1P C1,Humanobservation,11/09/2025,Plantae,Ericales,Callu vulgaris,Common heather,Species,1,55,Percentagecover,Present,N55  42.329,W005 16.537,,,,WGS84,SCO,
N1P C,N1P C2,Humanobservation,11/09/2025,Plantae,Ericales,Erica cinerea,Bell heather,Species,1,35,Percentagecover,Present,N55  42.329,W005 16.537,,,,WGS84,SCO,
N1P C,N1P C3,Humanobservation,11/09/2025,Plantae,Polypodiales,Pteridium aquilinum,Bracken,Species,1,10,Percentagecover,Present,N55  42.329,W005 16.537,,,,WGS84,SCO,
N1P C,N1P C4,Humanobservation,11/09/2025,Plantae,Hyples,Rhytidadelphus triquetrus,Big shaggy-moss,Species,1,90,Percentagecover,Present,N55  42.329,W005 16.537,,,,WGS84,SCO,
N1P C,N1P C5,Humanobservation,11/09/2025,Plantae,Rosales,Potentilla erecta,Tormentil,Species,1,5,Percentagecover,Present,N55  42.329,W005 16.537,,,,WGS84,SCO,
N1P D,N1P D1,Humanobservation,11/09/2025,Plantae,Ericales,Callu vulgaris,Common heather,Species,1,80,Percentagecover,Present,N55 42.318,W005 16.517,,,,WGS84,SCO,
N1P D,N1P D2,Humanobservation,11/09/2025,Plantae,Ericales,Erica cinerea,Bell heather,Species,1,15,Percentagecover,Present,N55 42.318,W005 16.517,,,,WGS84,SCO,
N1P D,N1P D3,Humanobservation,11/09/2025,Plantae,Polypodiales,Pteridium aquilinum,Bracken,Species,1,5,Percentagecover,Present,N55 42.318,W005 16.517,,,,WGS84,SCO,
N1P D,N1P D4,Humanobservation,11/09/2025,Plantae,Rosales,Potentilla erecta,Tormentil,Species,1,5,Percentagecover,Present,N55 42.318,W005 16.517,,,,WGS84,SCO,
N1P D,N1P D5,Humanobservation,11/09/2025,Plantae,Hyples,Rhytidadelphus triquetrus,Big shaggy-moss,Species,1,90,Percentagecover,Present,N55 42.318,W005 16.517,,,,WGS84,SCO,
N1P E,N1P E1,Humanobservation,11/09/2025,Plantae,Lamiales,Teucrium scorodonia,Wood sage,Species,1,15,Percentagecover,Present,N55 42.307,W005 16.494,,,,WGS84,SCO,
N1P E,N1P E2,Humanobservation,11/09/2025,Plantae,Polypodiales,Pteridium aquilinum,Bracken,Species,1,10,Percentagecover,Present,N55 42.307,W005 16.494,,,,WGS84,SCO,
N1P E,N1P E3,Humanobservation,11/09/2025,Plantae,Poales,Avenella flexuosa,Wavy hair-grass,Species,1,80,Percentagecover,Present,N55 42.307,W005 16.494,,,,WGS84,SCO,
N1P E,N1P E4,Humanobservation,11/09/2025,Plantae,Rosales,Potentilla erecta,Tormentil,Species,1,10,Percentagecover,Present,N55 42.307,W005 16.494,,,,WGS84,SCO,
N1P E,N1P E5,Humanobservation,11/09/2025,Plantae,Poales,Holcus latus,Yorshire fog,Species,1,20,Percentagecover,Present,N55 42.307,W005 16.494,,,,WGS84,SCO,
N1P E,N1P E6,Humanobservation,11/09/2025,Plantae,Gentiales,Galium mollugo,Hedge bedstraw,Species,1,80,Percentagecover,Present,N55 42.307,W005 16.494,,,,WGS84,SCO,
N1P F,N1P F1,Humanobservation,11/09/2025,Plantae,Digitalis,Digitalis purpurea,Common foxglove,Species,1,5,Percentagecover,Present,N55 42.295,W005 16.471,,,,WGS84,SCO,
N1P F,N1P F2,Humanobservation,11/09/2025,Plantae,Ericales,Callu vulgaris,Common heather,Species,1,60,Percentagecover,Present,N55 42.295,W005 16.471,,,,WGS84,SCO,
N1P F,N1P F3,Humanobservation,11/09/2025,Plantae,Ericales,Erica cinerea,Bell heather,Species,1,20,Percentagecover,Present,N55 42.295,W005 16.471,,,,WGS84,SCO,
N1P F,N1P F4,Humanobservation,11/09/2025,Plantae,Hyples,Rhytidadelphus triquetrus,Big shaggy-moss,Species,1,80,Percentagecover,Present,N55 42.295,W005 16.471,,,,WGS84,SCO,
N1P F,N1P F5,Humanobservation,11/09/2025,Plantae,Poales,Holcus latus,Yorshire fog,Species,1,10,Percentagecover,Present,N55 42.295,W005 16.471,,,,WGS84,SCO,
N1P F,N1P F6,Humanobservation,11/09/2025,Plantae,Dicrales,Dicranum scoparium,Broom fork-moss,Species,1,5,Percentagecover,Present,N55 42.295,W005 16.471,,,,WGS84,SCO,
N1P F,N1P F7,Humanobservation,11/09/2025,Plantae,Lamiales,Teucrium scorodonia,Wood sage,Species,1,5,Percentagecover,Present,N55 42.295,W005 16.471,,,,WGS84,SCO,
N1P F,N1P F8,Humanobservation,11/09/2025,Plantae,Gentiales,Galium mollugo,Hedge bedstraw,Species,1,80,Percentagecover,Present,N55 42.295,W005 16.471,,,,WGS84,SCO,
N1P F,N1P F9,Humanobservation,11/09/2025,Plantae,Poales,Avenella flexuosa,Wavy hair-grass,Species,1,5,Percentagecover,Present,N55 42.295,W005 16.471,,,,WGS84,SCO,
N1P G,N1P G1,Humanobservation,11/09/2025,Plantae,Ericales,Callu vulgaris,Common heather,Species,1,40,Percentagecover,Present,N55 42.281,W005 16.451,,,,WGS84,SCO,
N1P G,N1P G2,Humanobservation,11/09/2025,Plantae,Ericales,Erica cinerea,Bell heather,Species,1,30,Percentagecover,Present,N55 42.281,W005 16.451,,,,WGS84,SCO,
N1P G,N1P G3,Humanobservation,11/09/2025,Plantae,Hyples,Rhytidadelphus triquetrus,Big shaggy-moss,Species,1,50,Percentagecover,Present,N55 42.281,W005 16.451,,,,WGS84,SCO,
N1P G,N1P G4,Humanobservation,11/09/2025,Plantae,Poales,Holcus latus,Yorshire fog,Species,1,10,Percentagecover,Present,N55 42.281,W005 16.451,,,,WGS84,SCO,
N1P G,N1P G5,Humanobservation,11/09/2025,Plantae,Gentiales,Galium mollugo,Hedge bedstraw,Species,1,20,Percentagecover,Present,N55 42.281,W005 16.451,,,,WGS84,SCO,
N1P G,N1P G6,Humanobservation,11/09/2025,Plantae,Ranunculales,Ranunculus repens,Creeping buttercup,Species,1,5,Percentagecover,Present,N55 42.281,W005 16.451,,,,WGS84,SCO,
N1P H,N1P H1,Humanobservation,11/09/2025,Plantae,Ericales,Erica cinerea,Bell heather,Species,1,70,Percentagecover,Present,N55 42.268,W005 16.434,,,,WGS84,SCO,
N1P H,N1P H2,Humanobservation,11/09/2025,Plantae,Poales,Avenella flexuosa,Wavy hair-grass,Species,1,20,Percentagecover,Present,N55 42.268,W005 16.434,,,,WGS84,SCO,
N1P H,N1P H3,Humanobservation,11/09/2025,Plantae,Poales,Juncus effusus,Soft rush,Species,1,5,Percentagecover,Present,N55 42.268,W005 16.434,,,,WGS84,SCO,
N1P H,N1P H4,Humanobservation,11/09/2025,Plantae,Gentiales,Galium mollugo,Hedge bedstraw,Species,1,70,Percentagecover,Present,N55 42.268,W005 16.434,,,,WGS84,SCO,
N1P H,N1P H5,Humanobservation,11/09/2025,Plantae,Ranunculales,Ranunculus repens,Creeping buttercup,Species,1,5,Percentagecover,Present,N55 42.268,W005 16.434,,,,WGS84,SCO,
N1P H,N1P H6,Humanobservation,11/09/2025,Plantae,Hyples,Rhytidadelphus triquetrus,Big shaggy-moss,Species,1,40,Percentagecover,Present,N55 42.268,W005 16.434,,,,WGS84,SCO,
N1P I,N1P I1,Humanobservation,11/09/2025,Plantae,Ericales,Callu vulgaris,Common heather,Species,1,95,Percentagecover,Present,N55 42.255,W005 16.414,,,,WGS84,SCO,
N1P I,N1P I2,Humanobservation,11/09/2025,Plantae,Ericales,Erica cinerea,Bell heather,Species,1,5,Percentagecover,Present,N55 42.255,W005 16.414,,,,WGS84,SCO,
N1P I,N1P I3,Humanobservation,11/09/2025,Plantae,Rosales,Potentilla erecta,Tormentil,Species,1,5,Percentagecover,Present,N55 42.255,W005 16.414,,,,WGS84,SCO,
N1P I,N1P I4,Humanobservation,11/09/2025,Plantae,Hyples,Rhytidadelphus triquetrus,Big shaggy-moss,Species,1,90,Percentagecover,Present,N55 42.255,W005 16.414,,,,WGS84,SCO,
N1P J,N1P J1,Humanobservation,11/09/2025,Plantae,Ericales,Callu vulgaris,Common heather,Species,1,95,Percentagecover,Present,N55 42.242,W005 16.396,,,,WGS84,SCO,
N1P J,N1P J2,Humanobservation,11/09/2025,Plantae,Ericales,Erica cinerea,Bell heather,Species,1,5,Percentagecover,Present,N55 42.242,W005 16.396,,,,WGS84,SCO,
N1P J,N1P J3,Humanobservation,11/09/2025,Plantae,Rosales,Potentilla erecta,Tormentil,Species,1,5,Percentagecover,Present,N55 42.242,W005 16.396,,,,WGS84,SCO,
N1P J,N1P J4,Humanobservation,11/09/2025,Plantae,Hyples,Rhytidadelphus triquetrus,Big shaggy-moss,Species,1,90,Percentagecover,Present,N55 42.242,W005 16.396,,,,WGS84,SCO,
N2P J,N2P J1,Humanobservation,11/09/2025,Plantae,Poales,Avenella flexuosa,Wavy hair-grass,Species,1,33,Percentagecover,Present,N55 42.143,W005 16.419,,,,WGS84,SCO,
N2P J,N2P J2,Humanobservation,11/09/2025,Plantae,Gentiales,Galium mollugo,Hedge bedstraw,Species,1,60,Percentagecover,Present,N55 42.143,W005 16.419,,,,WGS84,SCO,
N2P J,N2P J3,Humanobservation,11/09/2025,Plantae,Caryophyllales,Cerastium fontanum,Little mouse-ear chickweed,Species,1,5,Percentagecover,Present,N55 42.143,W005 16.419,,,,WGS84,SCO,
N2P J,N2P J4,Humanobservation,11/09/2025,Plantae,Poales,Holcus latus,Yorshire fog,Species,1,33,Percentagecover,Present,N55 42.143,W005 16.419,,,,WGS84,SCO,
N2P J,N2P J5,Humanobservation,11/09/2025,Plantae,Poales,Anthoxanthum odoratum,Sweet verl grass,Species,1,20,Percentagecover,Present,N55 42.143,W005 16.419,,,,WGS84,SCO,
N2P I,N2P I1,Humanobservation,11/09/2025,Plantae,Poales,Avenella flexuosa,Wavy hair-grass,Species,1,60,Percentagecover,Present,N55 42.161,W005 16.431,,,,WGS84,SCO,
N2P I,N2P I2,Humanobservation,11/09/2025,Plantae,Poales,Anthoxanthum odoratum,Sweet verl grass,Species,1,40,Percentagecover,Present,N55 42.161,W005 16.431,,,,WGS84,SCO,
N2P I,N2P I3,Humanobservation,11/09/2025,Plantae,Gentiales,Galium mollugo,Hedge bedstraw,Species,1,80,Percentagecover,Present,N55 42.161,W005 16.431,,,,WGS84,SCO,
N2P I,N2P I4,Humanobservation,11/09/2025,Plantae,Hyples,Rhytidadelphus triquetrus,Big shaggy-moss,Species,1,90,Percentagecover,Present,N55 42.161,W005 16.431,,,,WGS84,SCO,
N2P H,N2P H1,Humanobservation,11/09/2025,Plantae,Rosales,Potentilla erecta,Tormentil,Species,1,5,Percentagecover,Present,N55 42.176,W005 16.448,,,,WGS84,SCO,
N2P H,N2P H2,Humanobservation,11/09/2025,Plantae,Poales,Avenella flexuosa,Wavy hair-grass,Species,1,70,Percentagecover,Present,N55 42.176,W005 16.448,,,,WGS84,SCO,
N2P H,N2P H3,Humanobservation,11/09/2025,Plantae,Poales,Holcus latus,Yorshire fog,Species,1,30,Percentagecover,Present,N55 42.176,W005 16.448,,,,WGS84,SCO,
N2P H,N2P H4,Humanobservation,11/09/2025,Plantae,Gentiales,Galium mollugo,Hedge bedstraw,Species,1,70,Percentagecover,Present,N55 42.176,W005 16.448,,,,WGS84,SCO,
N2P H,N2P H5,Humanobservation,11/09/2025,Plantae,Hyples,Rhytidadelphus triquetrus,Big shaggy-moss,Species,1,90,Percentagecover,Present,N55 42.176,W005 16.448,,,,WGS84,SCO,
N2P G,N2P G1,Humanobservation,11/09/2025,Plantae,Polypodiales,Pteridium aquilinum,Bracken,Species,1,5,Percentagecover,Present,N55 42.185,W005 16.468,,,,WGS84,SCO,
N2P G,N2P G2,Humanobservation,11/09/2025,Plantae,Poales,Avenella flexuosa,Wavy hair-grass,Species,1,70,Percentagecover,Present,N55 42.185,W005 16.468,,,,WGS84,SCO,
N2P G,N2P G3,Humanobservation,11/09/2025,Plantae,Gentiales,Galium mollugo,Hedge bedstraw,Species,1,80,Percentagecover,Present,N55 42.185,W005 16.468,,,,WGS84,SCO,
N2P G,N2P G4,Humanobservation,11/09/2025,Plantae,Poales,Anthoxanthum odoratum,Sweet verl grass,Species,1,10,Percentagecover,Present,N55 42.185,W005 16.468,,,,WGS84,SCO,
N2P F,N2P F1,Humanobservation,11/09/2025,Plantae,Poales,Holcus latus,Yorshire fog,Species,1,20,Percentagecover,Present,N55 42.198,W005 16.488,,,,WGS84,SCO,
N2P F,N2P F2,Humanobservation,11/09/2025,Plantae,Gentiales,Galium mollugo,Hedge bedstraw,Species,1,80,Percentagecover,Present,N55 42.198,W005 16.488,,,,WGS84,SCO,
N2P F,N2P F3,Humanobservation,11/09/2025,Plantae,Poales,Deschampsia cespitosa,Tufted hair grass,Species,1,80,Percentagecover,Present,N55 42.198,W005 16.488,,,,WGS84,SCO,
N2P E,N2P E1,Humanobservation,11/09/2025,Plantae,Ericales,Lysimachia nemorum,Yellow pimpernel,Species,1,5,Percentagecover,Present,N55 42.207,W005 16.514,,,,WGS84,SCO,
N2P E,N2P E2,Humanobservation,11/09/2025,Plantae,Poales,Holcus latus,Yorshire fog,Species,1,10,Percentagecover,Present,N55 42.207,W005 16.514,,,,WGS84,SCO,
N2P E,N2P E3,Humanobservation,11/09/2025,Plantae,Poales,Avenella flexuosa,Wavy hair-grass,Species,1,90,Percentagecover,Present,N55 42.207,W005 16.514,,,,WGS84,SCO,
N2P E,N2P E4,Humanobservation,11/09/2025,Plantae,Malpighiales,Viola palustris,Marsh violet,Species,1,5,Percentagecover,Present,N55 42.207,W005 16.514,,,,WGS84,SCO,
N2P E,N2P E5,Humanobservation,11/09/2025,Plantae,Gentiales,Galium mollugo,Hedge bedstraw,Species,1,60,Percentagecover,Present,N55 42.207,W005 16.514,,,,WGS84,SCO,
N2P D,N2P D1,Humanobservation,11/09/2025,Plantae,Rosales,Rubus fruticosus L.,European blackberry,Species,1,10,Percentagecover,Present,N55 42.219,W005 16.534,,,,WGS84,SCO,
N2P D,N2P D2,Humanobservation,11/09/2025,Plantae,Polypodiales,Pteridium aquilinum,Bracken,Species,1,10,Percentagecover,Present,N55 42.219,W005 16.534,,,,WGS84,SCO,
N2P D,N2P D3,Humanobservation,11/09/2025,Plantae,Gentiales,Galium mollugo,Hedge bedstraw,Species,1,70,Percentagecover,Present,N55 42.219,W005 16.534,,,,WGS84,SCO,
N2P D,N2P D4,Humanobservation,11/09/2025,Plantae,Rosales,Potentilla erecta,Tormentil,Species,1,5,Percentagecover,Present,N55 42.219,W005 16.534,,,,WGS84,SCO,
N2P D,N2P D5,Humanobservation,11/09/2025,Plantae,Poales,Holcus latus,Yorshire fog,Species,1,80,Percentagecover,Present,N55 42.219,W005 16.534,,,,WGS84,SCO,
N2P C,N2P C1,Humanobservation,11/09/2025,Plantae,Poales,Holcus latus,Yorshire fog,Species,1,20,Percentagecover,Present,N55 42.231,W005 16.551,,,,WGS84,SCO,
N2P C,N2P C2,Humanobservation,11/09/2025,Plantae,Poales,Avenella flexuosa,Wavy hair-grass,Species,1,80,Percentagecover,Present,N55 42.231,W005 16.551,,,,WGS84,SCO,
N2P C,N2P C3,Humanobservation,11/09/2025,Plantae,Malpighiales,Viola palustris,Marsh violet,Species,1,5,Percentagecover,Present,N55 42.231,W005 16.551,,,,WGS84,SCO,
N2P C,N2P C4,Humanobservation,11/09/2025,Plantae,Gentiales,Galium mollugo,Hedge bedstraw,Species,1,65,Percentagecover,Present,N55 42.231,W005 16.551,,,,WGS84,SCO,
N2P B,N2P B1,Humanobservation,11/09/2025,Plantae,Malpighiales,Hypericum perforatum,St. johns wort,Species,1,5,Percentagecover,Present,N55 42.242,W005 16.577,,,,WGS84,SCO,
N2P B,N2P B2,Humanobservation,11/09/2025,Plantae,Poales,Deschampsia cespitosa,Tufted hair grass,Species,1,90,Percentagecover,Present,N55 42.242,W005 16.577,,,,WGS84,SCO,
N2P B,N2P B3,Humanobservation,11/09/2025,Plantae,Poales,Holcus latus,Yorshire fog,Species,1,10,Percentagecover,Present,N55 42.242,W005 16.577,,,,WGS84,SCO,
N2P B,N2P B4,Humanobservation,11/09/2025,Plantae,Gentiales,Galium mollugo,Hedge bedstraw,Species,1,20,Percentagecover,Present,N55 42.242,W005 16.577,,,,WGS84,SCO,
N2P A,N20 A1,Humanobservation,11/09/2025,Plantae,Poales,Anthoxanthum odoratum,Sweet verl grass,Species,1,30,Percentagecover,Present,N55 42.257,W005 16.594,,,,WGS84,SCO,
N2P A,N20 A2,Humanobservation,11/09/2025,Plantae,Polypodiales,Pteridium aquilinum,Bracken,Species,1,5,Percentagecover,Present,N55 42.257,W005 16.594,,,,WGS84,SCO,
N2P A,N20 A3,Humanobservation,11/09/2025,Plantae,Poales,Avenella flexuosa,Wavy hair-grass,Species,1,40,Percentagecover,Present,N55 42.257,W005 16.594,,,,WGS84,SCO,
N2P A,N20 A4,Humanobservation,11/09/2025,Plantae,Gentiales,Galium mollugo,Hedge bedstraw,Species,1,60,Percentagecover,Present,N55 42.257,W005 16.594,,,,WGS84,SCO,
N2P A,N20 A5,Humanobservation,11/09/2025,Plantae,Hyples,Rhytidadelphus triquetrus,Big shaggy-moss,Species,1,50,Percentagecover,Present,N55 42.257,W005 16.594,,,,WGS84,SCO,
N2P A,N20 A6,Humanobservation,11/09/2025,Plantae,Oxalidales,Oxalis,Wood sorrel,Genus,1,5,Percentagecover,Present,N55 42.257,W005 16.594,,,,WGS84,SCO,
N2P A,N20 A7,Humanobservation,11/09/2025,Plantae,Poales,Holcus latus,Yorshire fog,Species,1,30,Percentagecover,Present,N55 42.257,W005 16.594,,,,WGS84,SCO,
S3P A,S3P A1,Humanobservation,10/09/2025,Plantae,Rosales,Urtica dioica,Common nettle,Species,1,15,Percentagecover,Present,N55  42.027,W005  17.134,,,,WGS84,SCO,
S3P A,S3P A2,Humanobservation,10/09/2025,Plantae,Poales,rdus stricta,Mat grass,Species,1,85,Percentagecover,Present,N55  42.027,W005  17.134,,,,WGS84,SCO,
S3P A,S3P A3,Humanobservation,10/09/2025,Plantae,Poales,Deschampsia cespitosa,Tufted hairgrass,Species,1,15,Percentagecover,Present,N55  42.027,W005  17.134,,,,WGS84,SCO,
S3P B,S3P B1,Humanobservation,10/09/2025,Plantae,Fabales,Trifolium repens,White clover,Species,1,85,Percentagecover,Present,N55  42.003,W005  17.094,,,,WGS84,SCO,
S3P B,S3P B2,Humanobservation,10/09/2025,Plantae,Poales,Agrostis capillaris,Common bent,Species,1,3,Percentagecover,Present,N55  42.003,W005  17.094,,,,WGS84,SCO,
S3P B,S3P B3,Humanobservation,10/09/2025,Plantae,Poales,rdus stricta,Mat grass,Species,1,60,Percentagecover,Present,N55  42.003,W005  17.094,,,,WGS84,SCO,
S3P C,S3P C1,Humanobservation,10/09/2025,Plantae,Poales,Agrostis capillaris,Common bent,Species,1,8,Percentagecover,Present,N55  41.979,W005  17.065,,,,WGS84,SCO,
S3P C,S3P C2,Humanobservation,10/09/2025,Plantae,Fabales,Trifolium repens,White clover,Species,1,20,Percentagecover,Present,N55  41.979,W005  17.065,,,,WGS84,SCO,
S3P C,S3P C3,Humanobservation,10/09/2025,Plantae,Poales,rdus stricta,Mat grass,Species,1,80,Percentagecover,Present,N55  41.979,W005  17.065,,,,WGS84,SCO,
